,resultId,grid,positionOrder,fastestLap,fastestLapTime,fastestLapSpeed,surname,status,year,name_x,name_y
796,21644,3,5,55.0,1:44.833,190.726,Maldonado,Finished,2012,Abu Dhabi Grand Prix,Williams
797,21647,14,8,49.0,1:45.693,189.174,Senna,Finished,2012,Abu Dhabi Grand Prix,Williams
798,25234,14,9,53.0,1:25.835,242.963,Russell,Finished,2021,Italian Grand Prix,Williams
799,25236,13,11,50.0,1:25.953,242.63,Latifi,Finished,2021,Italian Grand Prix,Williams
800,25675,6,10,28.0,1:53.055,223.027,Albon,Finished,2022,Belgian Grand Prix,Williams
801,1279,14,5,23.0,1:15.401,208.214,Webber,Finished,2005,Canadian Grand Prix,Williams
802,23012,18,8,43.0,1:29.238,187.789,Massa,Finished,2016,Spanish Grand Prix,Williams
803,23009,7,5,60.0,1:29.081,188.12,Bottas,Finished,2016,Spanish Grand Prix,Williams
804,24941,17,16,56.0,0:57.392,222.24,Aitken,Finished,2020,Sakhir Grand Prix,Williams
805,1799,2,5,32.0,1:22.929,251.477,Pablo Montoya,Finished,2004,Italian Grand Prix,Williams
806,1801,8,7,32.0,1:22.246,253.566,Pizzonia,Finished,2004,Italian Grand Prix,Williams
807,4,11,4,58.0,1:28.603,215.464,Alonso,Finished,2008,Australian Grand Prix,Renault
808,30,7,8,40.0,1:36.288,207.24,Alonso,Finished,2008,Malaysian Grand Prix,Renault
809,33,13,11,52.0,1:36.956,205.812,Piquet Jr.,Finished,2008,Malaysian Grand Prix,Renault
810,94,7,6,57.0,1:27.280,220.174,Alonso,Finished,2008,Turkish Grand Prix,Renault
811,156,3,8,39.0,1:17.641,204.525,Alonso,Finished,2008,French Grand Prix,Renault
812,155,9,7,24.0,1:17.758,204.218,Piquet Jr.,Finished,2008,French Grand Prix,Renault
813,199,5,11,17.0,1:17.115,213.53,Alonso,Finished,2008,German Grand Prix,Renault
814,190,17,2,66.0,1:16.910,214.099,Piquet Jr.,Finished,2008,German Grand Prix,Renault
815,212,7,4,47.0,1:21.793,192.823,Alonso,Finished,2008,Hungarian Grand Prix,Renault
816,214,10,6,64.0,1:21.537,193.428,Piquet Jr.,Finished,2008,Hungarian Grand Prix,Renault
817,239,15,11,29.0,1:39.544,195.977,Piquet Jr.,Finished,2008,European Grand Prix,Renault
818,252,6,4,25.0,1:49.238,230.82,Alonso,Finished,2008,Belgian Grand Prix,Renault
819,272,8,4,51.0,1:29.961,231.82,Alonso,Finished,2008,Italian Grand Prix,Renault
820,278,17,10,53.0,1:30.918,229.38,Piquet Jr.,Finished,2008,Italian Grand Prix,Renault
821,289,15,1,55.0,1:45.768,172.464,Alonso,Finished,2008,Singapore Grand Prix,Renault
822,309,4,1,41.0,1:19.101,207.668,Alonso,Finished,2008,Japanese Grand Prix,Renault
823,312,12,4,54.0,1:19.199,207.411,Piquet Jr.,Finished,2008,Japanese Grand Prix,Renault
824,332,4,4,56.0,1:36.659,203.018,Alonso,Finished,2008,Chinese Grand Prix,Renault
825,336,10,8,56.0,1:36.996,202.313,Piquet Jr.,Finished,2008,Chinese Grand Prix,Renault
826,350,6,2,39.0,1:14.229,208.98,Alonso,Finished,2008,Brazilian Grand Prix,Renault
827,373,6,5,18.0,1:26.892,219.707,Fisichella,Finished,2007,Australian Grand Prix,Renault
828,398,11,8,41.0,1:37.810,204.015,Kovalainen,Finished,2007,Malaysian Grand Prix,Renault
829,396,12,6,44.0,1:37.879,203.872,Fisichella,Finished,2007,Malaysian Grand Prix,Renault
830,421,12,9,27.0,1:35.475,204.065,Kovalainen,Finished,2007,Bahrain Grand Prix,Renault
831,420,7,8,51.0,1:35.200,204.655,Fisichella,Finished,2007,Bahrain Grand Prix,Renault
832,441,8,7,32.0,1:22.980,201.952,Kovalainen,Finished,2007,Spanish Grand Prix,Renault
833,482,22,4,67.0,1:18.368,200.331,Kovalainen,Finished,2007,Canadian Grand Prix,Renault
834,505,6,5,67.0,1:13.998,203.94,Kovalainen,Finished,2007,United States Grand Prix,Renault
835,528,5,6,70.0,1:16.703,207.027,Fisichella,Finished,2007,French Grand Prix,Renault
836,596,11,8,69.0,1:20.935,194.867,Kovalainen,Finished,2007,Hungarian Grand Prix,Renault
837,616,7,6,20.0,1:28.603,216.886,Kovalainen,Finished,2007,Turkish Grand Prix,Renault
838,619,10,9,56.0,1:28.793,216.422,Fisichella,Finished,2007,Turkish Grand Prix,Renault
839,639,7,7,53.0,1:24.226,247.605,Kovalainen,Finished,2007,Italian Grand Prix,Renault
840,662,9,8,21.0,1:49.600,230.058,Kovalainen,Finished,2007,Belgian Grand Prix,Renault
841,678,11,2,34.0,1:29.655,183.222,Kovalainen,Finished,2007,Japanese Grand Prix,Renault
842,681,10,5,33.0,1:30.387,181.738,Fisichella,Finished,2007,Japanese Grand Prix,Renault
843,7602,2,9,38.0,1:54.481,171.413,Alonso,Finished,2009,Chinese Grand Prix,Renault
844,7621,7,8,29.0,1:35.722,203.539,Alonso,Finished,2009,Bahrain Grand Prix,Renault
845,7623,15,10,37.0,1:35.441,204.138,Piquet Jr.,Finished,2009,Bahrain Grand Prix,Renault
846,7683,8,10,57.0,1:28.389,217.411,Alonso,Finished,2009,Turkish Grand Prix,Renault
847,7745,14,12,65.0,1:23.418,189.067,Piquet Jr.,Finished,2009,Hungarian Grand Prix,Renault
848,7759,8,6,46.0,1:39.494,196.076,Alonso,Finished,2009,European Grand Prix,Renault
849,7768,14,15,41.0,1:39.428,196.206,Grosjean,Finished,2009,European Grand Prix,Renault
850,7816,5,3,53.0,1:48.240,168.725,Alonso,Finished,2009,Singapore Grand Prix,Renault
851,7843,16,10,28.0,1:33.946,222.523,Alonso,Finished,2009,Japanese Grand Prix,Renault
852,20333,9,11,33.0,2:00.474,188.226,Kubica,Finished,2010,Bahrain Grand Prix,Renault
853,20348,9,2,52.0,1:29.570,213.138,Kubica,Finished,2010,Australian Grand Prix,Renault
854,20374,6,4,55.0,1:38.074,203.466,Kubica,Finished,2010,Malaysian Grand Prix,Renault
855,20399,8,5,14.0,1:43.630,189.362,Kubica,Finished,2010,Chinese Grand Prix,Renault
856,20401,14,7,14.0,1:43.801,189.05,Petrov,Finished,2010,Chinese Grand Prix,Renault
857,20445,2,3,72.0,1:15.353,159.568,Kubica,Finished,2010,Monaco Grand Prix,Renault
858,20472,7,6,57.0,1:29.580,214.521,Kubica,Finished,2010,Turkish Grand Prix,Renault
859,20497,8,7,67.0,1:16.972,203.965,Kubica,Finished,2010,Canadian Grand Prix,Renault
860,20519,6,5,55.0,1:39.542,195.981,Kubica,Finished,2010,European Grand Prix,Renault
861,20528,10,14,57.0,1:40.100,194.889,Petrov,Finished,2010,European Grand Prix,Renault
862,20551,15,13,52.0,1:32.484,229.311,Petrov,Finished,2010,British Grand Prix,Renault
863,20613,3,3,29.0,1:49.807,229.624,Kubica,Finished,2010,Belgian Grand Prix,Renault
864,20619,23,9,32.0,1:51.175,226.799,Petrov,Finished,2010,Belgian Grand Prix,Renault
865,20711,8,5,45.0,1:51.604,181.122,Kubica,Finished,2010,Korean Grand Prix,Renault
866,20759,11,5,51.0,1:41.753,196.499,Kubica,Finished,2010,Abu Dhabi Grand Prix,Renault
867,20760,10,6,52.0,1:42.311,195.427,Petrov,Finished,2010,Abu Dhabi Grand Prix,Renault
868,20781,6,3,55.0,1:30.064,211.969,Petrov,Finished,2011,Australian Grand Prix,Renault
869,20803,6,3,47.0,1:41.547,196.508,Heidfeld,Finished,2011,Malaysian Grand Prix,Renault
870,20836,16,12,51.0,1:42.406,191.625,Heidfeld,Finished,2011,Chinese Grand Prix,Renault
871,20833,10,9,50.0,1:41.261,193.792,Petrov,Finished,2011,Chinese Grand Prix,Renault
872,20855,9,7,52.0,1:30.158,213.145,Heidfeld,Finished,2011,Turkish Grand Prix,Renault
873,20856,7,8,48.0,1:30.618,212.063,Petrov,Finished,2011,Turkish Grand Prix,Renault
874,20975,16,8,37.0,1:37.117,218.371,Heidfeld,Finished,2011,British Grand Prix,Renault
875,20979,14,12,40.0,1:36.308,220.206,Petrov,Finished,2011,British Grand Prix,Renault
876,21120,10,9,47.0,1:37.053,215.399,Petrov,Finished,2011,Japanese Grand Prix,Renault
877,21127,9,16,42.0,1:38.407,212.436,Senna,Finished,2011,Japanese Grand Prix,Renault
878,22928,14,12,45.0,1:32.452,206.494,Magnussen,Finished,2016,Australian Grand Prix,Renault
879,22927,13,11,14.0,1:32.955,205.376,Palmer,Finished,2016,Australian Grand Prix,Renault
880,23195,13,15,41.0,1:53.251,222.641,Palmer,Finished,2016,Belgian Grand Prix,Renault
881,23234,15,10,44.0,1:50.858,164.48,Magnussen,Finished,2016,Singapore Grand Prix,Renault
882,23348,18,14,69.0,1:26.524,179.284,Magnussen,Finished,2016,Brazilian Grand Prix,Renault
883,23427,7,9,40.0,1:35.372,204.286,HÃ¼lkenberg,Finished,2017,Bahrain Grand Prix,Renault
884,23446,8,8,52.0,1:38.418,213.912,HÃ¼lkenberg,Finished,2017,Russian Grand Prix,Renault
885,23489,16,11,55.0,1:16.614,156.801,Palmer,Finished,2017,Monaco Grand Prix,Renault
886,23506,10,8,64.0,1:16.136,206.204,HÃ¼lkenberg,Finished,2017,Canadian Grand Prix,Renault
887,23567,5,6,43.0,1:32.577,229.08,HÃ¼lkenberg,Finished,2017,British Grand Prix,Renault
888,23607,7,6,39.0,1:48.922,231.49,HÃ¼lkenberg,Finished,2017,Belgian Grand Prix,Renault
889,23614,14,13,44.0,1:49.283,230.725,Palmer,Finished,2017,Belgian Grand Prix,Renault
890,23647,11,6,52.0,1:46.722,170.855,Palmer,Finished,2017,Singapore Grand Prix,Renault
891,23708,7,7,43.0,1:40.462,197.555,Sainz,Finished,2017,United States Grand Prix,Renault
892,23767,7,6,53.0,1:42.376,195.303,HÃ¼lkenberg,Finished,2017,Abu Dhabi Grand Prix,Renault
893,23788,7,7,57.0,1:27.081,219.23,HÃ¼lkenberg,Finished,2018,Australian Grand Prix,Renault
894,23791,9,10,51.0,1:27.944,217.079,Sainz,Finished,2018,Australian Grand Prix,Renault
895,23807,7,6,50.0,1:34.667,205.807,HÃ¼lkenberg,Finished,2018,Bahrain Grand Prix,Renault
896,23827,7,6,56.0,1:36.881,202.553,HÃ¼lkenberg,Finished,2018,Chinese Grand Prix,Renault
897,23830,9,9,54.0,1:37.754,200.744,Sainz,Finished,2018,Chinese Grand Prix,Renault
898,23846,9,5,50.0,1:46.856,202.242,Sainz,Finished,2018,Azerbaijan Grand Prix,Renault
899,23889,11,8,57.0,1:16.061,157.941,HÃ¼lkenberg,Finished,2018,Monaco Grand Prix,Renault
900,23891,8,10,19.0,1:17.491,155.027,Sainz,Finished,2018,Monaco Grand Prix,Renault
901,23930,12,9,46.0,1:35.873,219.365,HÃ¼lkenberg,Finished,2018,French Grand Prix,Renault
902,23929,7,8,46.0,1:35.638,219.904,Sainz,Finished,2018,French Grand Prix,Renault
903,23967,11,6,48.0,1:33.405,227.049,HÃ¼lkenberg,Finished,2018,British Grand Prix,Renault
904,23987,7,5,66.0,1:17.910,211.351,HÃ¼lkenberg,Finished,2018,German Grand Prix,Renault
905,23994,8,12,63.0,1:17.430,212.661,Sainz,Finished,2018,German Grand Prix,Renault
906,24050,7,8,43.0,1:23.529,249.671,Sainz,Finished,2018,Italian Grand Prix,Renault
907,24128,7,6,51.0,1:39.548,199.369,HÃ¼lkenberg,Finished,2018,United States Grand Prix,Renault
908,24129,11,7,45.0,1:39.858,198.75,Sainz,Finished,2018,United States Grand Prix,Renault
909,24188,11,6,54.0,1:41.351,197.278,Sainz,Finished,2018,Abu Dhabi Grand Prix,Renault
910,24295,0,13,65.0,1:21.282,206.171,HÃ¼lkenberg,Finished,2019,Spanish Grand Prix,Renault
911,24294,13,12,56.0,1:20.615,207.876,Ricciardo,Finished,2019,Spanish Grand Prix,Renault
912,24314,6,9,78.0,1:15.697,158.701,Ricciardo,Finished,2019,Monaco Grand Prix,Renault
913,24395,10,10,51.0,1:29.949,235.773,HÃ¼lkenberg,Finished,2019,British Grand Prix,Renault
914,24392,7,7,50.0,1:29.624,236.628,Ricciardo,Finished,2019,British Grand Prix,Renault
915,24453,12,8,34.0,1:48.349,232.714,HÃ¼lkenberg,Finished,2019,Belgian Grand Prix,Renault
916,24470,6,5,53.0,1:23.641,249.337,HÃ¼lkenberg,Finished,2019,Italian Grand Prix,Renault
917,24469,5,4,53.0,1:23.466,249.859,Ricciardo,Finished,2019,Italian Grand Prix,Renault
918,24494,8,9,59.0,1:45.765,172.333,HÃ¼lkenberg,Finished,2019,Singapore Grand Prix,Renault
919,24499,20,14,55.0,1:45.915,172.088,Ricciardo,Finished,2019,Singapore Grand Prix,Renault
920,24515,6,10,53.0,1:38.519,213.692,HÃ¼lkenberg,Finished,2019,Russian Grand Prix,Renault
921,24553,13,8,53.0,1:20.146,193.327,Ricciardo,Finished,2019,Mexican Grand Prix,Renault
922,24571,9,6,28.0,1:40.564,197.354,Ricciardo,Finished,2019,United States Grand Prix,Renault
923,24600,13,15,64.0,1:12.934,212.69,HÃ¼lkenberg,Finished,2019,Brazilian Grand Prix,Renault
924,24591,11,6,44.0,1:12.733,213.278,Ricciardo,Finished,2019,Brazilian Grand Prix,Renault
925,24633,14,8,64.0,1:08.932,225.509,Ocon,Finished,2020,Austrian Grand Prix,Renault
926,24653,8,8,65.0,1:07.832,229.166,Ricciardo,Finished,2020,Styrian Grand Prix,Renault
927,24689,8,4,49.0,1:29.482,237.004,Ricciardo,Finished,2020,British Grand Prix,Renault
928,24691,9,6,50.0,1:29.491,236.98,Ocon,Finished,2020,British Grand Prix,Renault
929,24713,14,8,50.0,1:30.575,234.144,Ocon,Finished,2020,70th Anniversary Grand Prix,Renault
930,24749,4,4,44.0,1:47.483,234.589,Ricciardo,Finished,2020,Belgian Grand Prix,Renault
931,24750,6,5,44.0,1:48.540,232.305,Ocon,Finished,2020,Belgian Grand Prix,Renault
932,24771,7,6,38.0,1:23.898,248.573,Ricciardo,Finished,2020,Italian Grand Prix,Renault
933,24773,12,8,52.0,1:24.490,246.831,Ocon,Finished,2020,Italian Grand Prix,Renault
934,24789,8,4,57.0,1:20.426,234.774,Ricciardo,Finished,2020,Tuscan Grand Prix,Renault
935,24810,5,5,53.0,1:37.886,215.074,Ricciardo,Finished,2020,Russian Grand Prix,Renault
936,24812,7,7,48.0,1:39.216,212.191,Ocon,Finished,2020,Russian Grand Prix,Renault
937,24828,6,3,53.0,1:29.584,206.876,Ricciardo,Finished,2020,Eifel Grand Prix,Renault
938,24868,5,3,62.0,1:17.552,227.878,Ricciardo,Finished,2020,Emilia Romagna Grand Prix,Renault
939,24895,5,10,54.0,1:40.677,190.875,Ricciardo,Finished,2020,Turkish Grand Prix,Renault
940,24912,6,7,38.0,1:32.827,209.887,Ricciardo,Finished,2020,Bahrain Grand Prix,Renault
941,24914,7,9,37.0,1:34.354,206.49,Ocon,Finished,2020,Bahrain Grand Prix,Renault
942,24952,11,7,55.0,1:40.926,198.109,Ricciardo,Finished,2020,Abu Dhabi Grand Prix,Renault
943,24954,10,9,47.0,1:42.894,194.32,Ocon,Finished,2020,Abu Dhabi Grand Prix,Renault
944,54,10,10,35.0,1:35.194,204.668,Alonso,Finished,2008,Bahrain Grand Prix,Renault
945,707,13,9,52.0,1:39.331,197.557,Kovalainen,Finished,2007,Chinese Grand Prix,Renault
946,709,18,11,39.0,1:38.900,198.418,Fisichella,Finished,2007,Chinese Grand Prix,Renault
947,787,3,1,49.0,1:26.189,221.499,Alonso,Finished,2006,Australian Grand Prix,Renault
948,791,2,5,53.0,1:27.561,218.028,Fisichella,Finished,2006,Australian Grand Prix,Renault
949,897,1,1,21.0,1:21.599,226.811,Alonso,Finished,2006,British Grand Prix,Renault
950,900,5,4,42.0,1:22.238,225.049,Fisichella,Finished,2006,British Grand Prix,Renault
951,1054,9,4,25.0,1:23.617,249.408,Fisichella,Finished,2006,Italian Grand Prix,Renault
952,1074,1,2,49.0,1:37.586,201.09,Alonso,Finished,2006,Chinese Grand Prix,Renault
953,1075,2,3,53.0,1:39.332,197.555,Fisichella,Finished,2006,Chinese Grand Prix,Renault
954,1095,5,1,14.0,1:32.676,225.572,Alonso,Finished,2006,Japanese Grand Prix,Renault
955,1097,6,3,13.0,1:33.564,223.432,Fisichella,Finished,2006,Japanese Grand Prix,Renault
956,1159,1,1,18.0,1:35.899,208.081,Alonso,Finished,2005,Malaysian Grand Prix,Renault
957,1199,2,1,22.0,1:23.133,213.619,Alonso,Finished,2005,San Marino Grand Prix,Renault
958,1240,2,4,19.0,1:16.600,156.971,Alonso,Finished,2005,Monaco Grand Prix,Renault
959,1255,6,1,44.0,1:30.711,204.305,Alonso,Finished,2005,European Grand Prix,Renault
960,1260,9,6,47.0,1:31.708,202.084,Fisichella,Finished,2005,European Grand Prix,Renault
961,7558,10,5,53.0,1:28.712,215.199,Alonso,Finished,2009,Australian Grand Prix,Renault
962,7638,8,5,14.0,1:23.420,200.887,Alonso,Finished,2009,Spanish Grand Prix,Renault
963,7720,12,7,49.0,1:33.365,198.498,Alonso,Finished,2009,German Grand Prix,Renault
964,7726,10,13,46.0,1:34.876,195.337,Piquet Jr.,Finished,2009,German Grand Prix,Renault
965,7798,8,5,50.0,1:25.199,244.777,Alonso,Finished,2009,Italian Grand Prix,Renault
966,16080,15,14,54.0,1:40.757,198.441,Alonso,Finished,2009,Abu Dhabi Grand Prix,Renault
967,743,4,1,21.0,1:32.534,210.551,Alonso,Finished,2006,Bahrain Grand Prix,Renault
968,810,5,2,23.0,1:24.569,211.098,Alonso,Finished,2006,San Marino Grand Prix,Renault
969,816,11,8,43.0,1:25.353,209.159,Fisichella,Finished,2006,San Marino Grand Prix,Renault
970,832,1,2,37.0,1:32.532,200.285,Alonso,Finished,2006,European Grand Prix,Renault
971,836,11,6,46.0,1:32.964,199.354,Fisichella,Finished,2006,European Grand Prix,Renault
972,7660,9,7,64.0,1:15.371,159.53,Alonso,Finished,2009,Monaco Grand Prix,Renault
973,20642,9,8,48.0,1:24.560,246.627,Kubica,Finished,2010,Italian Grand Prix,Renault
974,20647,20,13,53.0,1:24.644,246.382,Petrov,Finished,2010,Italian Grand Prix,Renault
975,20665,8,7,56.0,1:49.255,167.157,Kubica,Finished,2010,Singapore Grand Prix,Renault
976,20924,10,5,68.0,1:19.054,198.593,Petrov,Finished,2011,Canadian Grand Prix,Renault
977,21048,10,9,34.0,1:52.432,224.263,Petrov,Finished,2011,Belgian Grand Prix,Renault
978,21052,7,13,39.0,1:53.585,221.987,Senna,Finished,2011,Belgian Grand Prix,Renault
979,23256,19,10,53.0,1:39.350,200.853,Palmer,Finished,2016,Malaysian Grand Prix,Renault
980,766,7,2,45.0,1:34.803,210.487,Alonso,Finished,2006,Malaysian Grand Prix,Renault
981,765,1,1,16.0,1:35.294,209.402,Fisichella,Finished,2006,Malaysian Grand Prix,Renault
982,853,1,1,39.0,1:16.723,217.108,Alonso,Finished,2006,Spanish Grand Prix,Renault
983,855,2,3,38.0,1:17.083,216.094,Fisichella,Finished,2006,Spanish Grand Prix,Renault
984,875,1,1,11.0,1:15.671,158.898,Alonso,Finished,2006,Monaco Grand Prix,Renault
985,880,9,6,58.0,1:15.919,158.379,Fisichella,Finished,2006,Monaco Grand Prix,Renault
986,919,1,1,22.0,1:15.911,206.815,Alonso,Finished,2006,Canadian Grand Prix,Renault
987,922,2,4,49.0,1:16.669,204.771,Fisichella,Finished,2006,Canadian Grand Prix,Renault
988,945,5,5,72.0,1:13.316,205.837,Alonso,Finished,2006,United States Grand Prix,Renault
989,943,3,3,28.0,1:13.131,206.358,Fisichella,Finished,2006,United States Grand Prix,Renault
990,964,3,2,23.0,1:17.770,204.186,Alonso,Finished,2006,French Grand Prix,Renault
991,968,7,6,20.0,1:18.057,203.435,Fisichella,Finished,2006,French Grand Prix,Renault
992,989,7,5,66.0,1:17.256,213.14,Alonso,Finished,2006,German Grand Prix,Renault
993,990,5,6,18.0,1:16.981,213.902,Fisichella,Finished,2006,German Grand Prix,Renault
994,1030,3,2,38.0,1:28.245,217.766,Alonso,Finished,2006,Turkish Grand Prix,Renault
995,1034,4,6,29.0,1:28.546,217.026,Fisichella,Finished,2006,Turkish Grand Prix,Renault
996,1118,4,2,70.0,1:12.961,212.612,Alonso,Finished,2006,Brazilian Grand Prix,Renault
997,1122,6,6,70.0,1:13.121,212.146,Fisichella,Finished,2006,Brazilian Grand Prix,Renault
998,1141,13,3,24.0,1:25.683,222.807,Alonso,Finished,2005,Australian Grand Prix,Renault
999,1139,1,1,55.0,1:25.994,222.001,Fisichella,Finished,2005,Australian Grand Prix,Renault
1000,1179,1,1,39.0,1:31.713,212.436,Alonso,Finished,2005,Bahrain Grand Prix,Renault
1001,1220,3,2,59.0,1:16.098,218.891,Alonso,Finished,2005,Spanish Grand Prix,Renault
1002,1223,6,5,66.0,1:15.641,220.213,Fisichella,Finished,2005,Spanish Grand Prix,Renault
1003,1315,1,1,5.0,1:16.502,207.571,Alonso,Finished,2005,French Grand Prix,Renault
1004,1336,1,2,40.0,1:21.228,227.847,Alonso,Finished,2005,British Grand Prix,Renault
1005,1338,6,4,43.0,1:21.159,228.041,Fisichella,Finished,2005,British Grand Prix,Renault
1006,1355,3,1,21.0,1:15.235,218.866,Alonso,Finished,2005,German Grand Prix,Renault
1007,1358,4,4,21.0,1:15.890,216.977,Fisichella,Finished,2005,German Grand Prix,Renault
1008,1396,3,2,58.0,1:25.524,224.694,Alonso,Finished,2005,Turkish Grand Prix,Renault
1009,1398,2,4,34.0,1:25.604,224.484,Fisichella,Finished,2005,Turkish Grand Prix,Renault
1010,1416,2,2,16.0,1:22.146,253.874,Alonso,Finished,2005,Italian Grand Prix,Renault
1011,1417,8,3,16.0,1:22.587,252.519,Fisichella,Finished,2005,Italian Grand Prix,Renault
1012,1436,4,2,31.0,1:56.131,216.252,Alonso,Finished,2005,Belgian Grand Prix,Renault
1013,1457,1,3,21.0,1:12.653,213.513,Alonso,Finished,2005,Brazilian Grand Prix,Renault
1014,1459,3,5,11.0,1:13.190,211.946,Fisichella,Finished,2005,Brazilian Grand Prix,Renault
1015,1477,16,3,21.0,1:31.599,228.225,Alonso,Finished,2005,Japanese Grand Prix,Renault
1016,1476,3,2,19.0,1:32.522,225.948,Fisichella,Finished,2005,Japanese Grand Prix,Renault
1017,1495,1,1,45.0,1:33.536,209.797,Alonso,Finished,2005,Chinese Grand Prix,Renault
1018,1498,2,4,54.0,1:33.563,209.736,Fisichella,Finished,2005,Chinese Grand Prix,Renault
1019,1517,5,3,10.0,1:25.088,224.365,Alonso,Finished,2004,Australian Grand Prix,Renault
1020,1541,19,7,7.0,1:35.888,208.105,Alonso,Finished,2004,Malaysian Grand Prix,Renault
1021,1539,8,5,12.0,1:35.039,209.964,Trulli,Finished,2004,Malaysian Grand Prix,Renault
1022,1560,16,6,39.0,1:30.654,215.116,Alonso,Finished,2004,Bahrain Grand Prix,Renault
1023,1558,7,4,24.0,1:31.421,213.312,Trulli,Finished,2004,Bahrain Grand Prix,Renault
1024,1578,6,4,59.0,1:21.650,217.499,Alonso,Finished,2004,San Marino Grand Prix,Renault
1025,1579,9,5,11.0,1:21.666,217.456,Trulli,Finished,2004,San Marino Grand Prix,Renault
1026,1598,8,4,27.0,1:17.556,214.776,Alonso,Finished,2004,Spanish Grand Prix,Renault
1027,1597,4,3,12.0,1:18.178,213.067,Trulli,Finished,2004,Spanish Grand Prix,Renault
1028,1639,6,5,29.0,1:31.065,203.511,Alonso,Finished,2004,European Grand Prix,Renault
1029,1638,3,4,30.0,1:31.131,203.364,Trulli,Finished,2004,European Grand Prix,Renault
1030,1696,1,2,34.0,1:15.551,210.183,Alonso,Finished,2004,French Grand Prix,Renault
1031,1698,5,4,15.0,1:16.248,208.262,Trulli,Finished,2004,French Grand Prix,Renault
1032,1724,16,10,39.0,1:20.442,230.073,Alonso,Finished,2004,British Grand Prix,Renault
1033,1737,5,3,8.0,1:14.265,221.724,Alonso,Finished,2004,German Grand Prix,Renault
1034,1745,6,11,9.0,1:14.386,221.364,Trulli,Finished,2004,German Grand Prix,Renault
1035,1757,5,3,49.0,1:20.275,196.469,Alonso,Finished,2004,Hungarian Grand Prix,Renault
1036,1818,6,4,55.0,1:33.625,209.597,Alonso,Finished,2004,Chinese Grand Prix,Renault
1037,1839,11,5,29.0,1:34.279,221.737,Alonso,Finished,2004,Japanese Grand Prix,Renault
1038,1858,8,4,42.0,1:12.118,215.097,Alonso,Finished,2004,Brazilian Grand Prix,Renault
1039,20426,7,8,66.0,1:25.466,196.077,Kubica,Finished,2010,Spanish Grand Prix,Renault
1040,20591,7,5,61.0,1:23.799,188.207,Petrov,Finished,2010,Hungarian Grand Prix,Renault
1041,1783,1,9,9.0,1:45.898,237.148,Trulli,Finished,2004,Belgian Grand Prix,Renault
1042,24930,7,5,57.0,0:56.979,223.85,Ricciardo,Finished,2020,Sakhir Grand Prix,Renault
1043,24927,11,2,75.0,0:57.350,222.402,Ocon,Finished,2020,Sakhir Grand Prix,Renault
1044,1615,1,1,22.0,1:14.870,160.598,Trulli,Finished,2004,Monaco Grand Prix,Renault
1045,1678,20,4,45.0,1:11.187,211.993,Trulli,Finished,2004,United States Grand Prix,Renault
1046,1804,9,10,52.0,1:22.855,251.702,Trulli,Finished,2004,Italian Grand Prix,Renault
1047,23,2,1,37.0,1:35.405,209.158,RÃ¤ikkÃ¶nen,Finished,2008,Malaysian Grand Prix,Ferrari
1048,67,1,1,46.0,1:21.670,205.191,RÃ¤ikkÃ¶nen,Finished,2008,Spanish Grand Prix,Ferrari
1049,68,3,2,45.0,1:21.801,204.863,Massa,Finished,2008,Spanish Grand Prix,Ferrari
1050,91,4,3,20.0,1:26.506,222.144,RÃ¤ikkÃ¶nen,Finished,2008,Turkish Grand Prix,Ferrari
1051,89,1,1,16.0,1:26.666,221.734,Massa,Finished,2008,Turkish Grand Prix,Ferrari
1052,117,2,9,74.0,1:16.689,156.789,RÃ¤ikkÃ¶nen,Finished,2008,Monaco Grand Prix,Ferrari
1053,111,1,3,76.0,1:17.886,154.379,Massa,Finished,2008,Monaco Grand Prix,Ferrari
1054,150,1,2,16.0,1:16.630,207.224,RÃ¤ikkÃ¶nen,Finished,2008,French Grand Prix,Ferrari
1055,149,2,1,20.0,1:16.729,206.956,Massa,Finished,2008,French Grand Prix,Ferrari
1056,194,6,6,66.0,1:16.342,215.692,RÃ¤ikkÃ¶nen,Finished,2008,German Grand Prix,Ferrari
1057,191,2,3,19.0,1:16.502,215.241,Massa,Finished,2008,German Grand Prix,Ferrari
1058,211,6,3,61.0,1:21.195,194.243,RÃ¤ikkÃ¶nen,Finished,2008,Hungarian Grand Prix,Ferrari
1059,229,1,1,36.0,1:38.708,197.637,Massa,Finished,2008,European Grand Prix,Ferrari
1060,249,2,1,26.0,1:48.222,232.987,Massa,Finished,2008,Belgian Grand Prix,Ferrari
1061,277,14,9,53.0,1:28.047,236.859,RÃ¤ikkÃ¶nen,Finished,2008,Italian Grand Prix,Ferrari
1062,274,6,6,52.0,1:29.696,232.505,Massa,Finished,2008,Italian Grand Prix,Ferrari
1063,301,1,13,13.0,1:45.757,172.482,Massa,Finished,2008,Singapore Grand Prix,Ferrari
1064,311,2,3,66.0,1:18.995,207.947,RÃ¤ikkÃ¶nen,Finished,2008,Japanese Grand Prix,Ferrari
1065,315,5,7,55.0,1:18.426,209.456,Massa,Finished,2008,Japanese Grand Prix,Ferrari
1066,331,2,3,14.0,1:36.483,203.389,RÃ¤ikkÃ¶nen,Finished,2008,Chinese Grand Prix,Ferrari
1067,330,3,2,36.0,1:36.591,203.161,Massa,Finished,2008,Chinese Grand Prix,Ferrari
